phi, phidot, x, s
3.14159265358979,0.0,0.0,0.0
3.141960727604834,0.10018307820621974,0.0,-0.06633287114886066
3.143146210059719,0.20023569587699436,0.0,-0.13266574229772127
3.1451476724427576,0.30005887959370137,0.0,-0.19899861344658187
3.1479628779173447,0.3995535346941311,0.0,-0.26533148459544253
3.151588779973648,0.49862034860516535,0.0,-0.3316643557443034
3.1560215203124233,0.5971597003297107,0.0,-0.3979972268931643
3.161256426018574,0.6950715780900469,0.0,-0.4643300980420252
3.167288006098251,0.792255507078588,0.0,-0.5306629691908861
3.174109947468972,0.888610489202887,0.0,-0.596995840339747
3.17755228706707,0.881011020193281,-0.0244460180653403,-0.598927442600838
3.1850224386203987,0.9565750720305816,-0.024646312069671637,-0.6523800599721459
3.193105840773504,1.0311447040048862,-0.024848247146510728,-0.7058326773434538
3.201794080386099,1.104639501576607,-0.02505183674168679,-0.7592852947147617
3.2110780880787013,1.1769791161754468,-0.025257094411194995,-0.8127379120860696
3.2209481389822696,1.248083324740819,-0.025464033822099105,-0.8661905294573775
3.2313938540157308,1.3178721007046164,-0.02567266875344148,-0.9196431468286854
3.2424042017857295,1.3862656966505964,-0.025883013097160554,-0.9730957641999933
3.25396750120443,1.4531847387677412,-0.026095080859015844,-1.0265483815713012
3.266071424921722,1.5185503330921464,-0.02630888615952049,-1.0800009989426091
3.27129914089544,1.41578689860184,-0.0906767810416537,-1.02372625031884
3.2829688929390923,1.4460874178729537,-0.0914197247605925,-1.0552333944911336
3.294880501739489,1.474885958696247,-0.09216875565381304,-1.0867405386634272
3.3070215822967794,1.502149062211474,-0.09292392359547108,-1.1182476828357208
3.3193794822407248,1.5278448515899172,-0.09368527886835717,-1.1497548270080145
3.3319412950073852,1.5519431031040352,-0.0944528721672448,-1.181261971180308
3.3446938735895944,1.574415315379129,-0.09522675460226579,-1.2127691153526017
3.3576238448447335,1.59523477638174,-0.09600697770231363,-1.2442762595248953
3.3707176243397146,1.614376627703493,-0.09679359341847436,-1.275783403697189
3.383961431709487,1.6318179257075143,-0.0975866541274858,-1.3072905478694825
3.39184835131776,1.53766875674493,-0.184023590199365,-1.26327057404508
3.4043750278731233,1.5303840754088356,-0.18553135402715656,-1.279672294618034
3.416836583482555,1.5215619927484552,-0.1870514714437349,-1.2960740151909877
3.4292205057756306,1.511213132583989,-0.18858404366598375,-1.3124757357639416
3.4415143755233593,1.4993498605584643,-0.1901291727400888,-1.3288774563368955
3.453705880755416,1.4859862557527435,-0.19168696154833276,-1.3452791769098493
3.465782830632016,1.4711380786226915,-0.19325751381594547,-1.3616808974828032
3.4777331690411533,1.454822735463511,-0.19484093411801073,-1.378082618055757
3.4895449878936593,1.43705923962635,-0.19643732788642915,-1.394484338628711
3.5012065400904606,1.4178681697300939,-0.1980468014169386,-1.4108860592016648
3.50886615017734,1.3292673153149,-0.291783378955616,-1.37684425048308
3.5195871937729653,1.293620304109766,-0.2941740530200849,-1.383157265197725
3.5300127586669934,1.2567601032544824,-0.29658431463783735,-1.3894702799123702
3.540133084577636,1.2187258903515394,-0.2990143242959296,-1.3957832946270152
3.5499387342947406,1.1795577170699474,-0.3014642437963399,-1.4020963093416603
3.5594206005789317,1.1392964451707703,-0.30393423626674126,-1.4084093240563054
3.5685699125447314,1.0979836842686397,-0.30642446617136376,-1.4147223387709504
3.5773782415426836,1.0556617315634913,-0.30893509932194513,-1.4210353534855955
3.5858375065573767,1.0123735137493624,-0.3114663028887714,-1.4273483682002406
3.593939979139785,0.9681625312787181,-0.3140182454118083,-1.4336613829148857
3.59892735053624,0.877232093477993,-0.405236451915863,-1.40275603704298
3.6058844989715295,0.8215843409903454,-0.4085566831060022,-1.4016253796403162
3.6123847652572616,0.765234298620678,-0.4119041180067253,-1.4004947222376525
3.618422607132956,0.7082339027272728,-0.41527897950668885,-1.3993640648349888
3.6239929066473917,0.6506351766667134,-0.41868149232074725,-1.398233407432325
3.6290909707676438,0.592490203988049,-0.42211188300491503,-1.3971027500296613
3.6337125317836922,0.5338511055055465,-0.42557037997145225,-1.3959720926269976
3.637853747539455,0.47477002002989693,-0.42905721350407333,-1.394841435224334
3.641511201519239,0.4152990885099911,-0.43257261577328043,-1.3937107778216702
3.6446819028164468,0.35549044131217095,-0.4361168208518224,-1.3925801204190065
3.64485464257006,0.247986561350636,-0.517653548539571,-1.35146283023788
3.6466197663606277,0.17738393194520283,-0.5218948487716247,-1.3423348462795253
3.647808061933132,0.10666110601422353,-0.5261708993259918,-1.3332068623211706
3.6484187589840125,0.035875476029039406,-0.5304819849231199,-1.324078878362816
3.6484515554031534,-0.03491564732816255,-0.5348283926162621,-1.3149508944044612
3.6479066166947587,-0.10565501094939596,-0.5392104118105898,-1.3058229104461065
3.6467845755974375,-0.17628539477803262,-0.5436283342824633,-1.2966949264877519
3.645086531903824,-0.24674958757079649,-0.5480824541988593,-1.2875669425293972
3.642814052475244,-0.3169903635346129,-0.5525730681369581,-1.2784389585710425
3.63996917144213,-0.3869504604224172,-0.5571004751038914,-1.2693109746126878
3.63325532684493,-0.532169796616423,-0.621731188504401,-1.19843934890045
3.6285974398218386,-0.6174665774373927,-0.6268252299564843,-1.176962636591318
3.6232450124425672,-0.7022722431779471,-0.6319610085110252,-1.155485924282186
3.617202295485251,-0.7865209108831158,-0.6371388661333839,-1.134009211973054
3.6104740794826298,-0.8701461617435242,-0.642359147590752,-1.112532499663922
3.6030656992715095,-0.9530809949747163,-0.6476222004751082,-1.0910557873547901
3.5949830388865243,-1.0352577906196523,-0.6529283752263629,-1.0695790750456582
3.5862325367222376,-1.1166082821104402,-0.6582780251556926,-1.0481023627365262
3.5768211908810055,-1.1970635393796416,-0.6636715064690639,-1.0266256504273943
3.566756564617709,-1.2765539632591367,-0.6691091782909532,-1.0051489381182623
3.55075272948926,-1.4891438385973,-0.706584395138253,-0.880464213628933
3.538208528015886,-1.5945399790406318,-0.7123736659111861,-0.8383458988837632
3.5248081781341987,-1.6987682949470502,-0.718210370021613,-0.7962275841385934
3.51056155262361,-1.8017359092797265,-0.7240948961059603,-0.7541092693934236
3.495479291530965,-1.9033474697601727,-0.7300276359848762,-0.7119909546482538
3.4795728223694926,-2.003505156436495,-0.7360089846893205,-0.669872639903084
3.4628543801413585,-2.1021087207170743,-0.7420393404868676,-0.6277543251579142
3.4453370269218446,-2.1990555572318033,-0.7481191049082241,-0.5856360104127444
3.427034670732733,-2.294240809692108,-0.7542486827739661,-0.5435176956675746
3.4079620834236977,-2.387557511697482,-0.7604284822214933,-0.5013993809224048
3.38004386443635,-2.69322335519902,-0.754925004600012,-0.30388071818415
3.3575647982490437,-2.8271922248908776,-0.7611103453674546,-0.23068233384036335
3.3340001556896146,-2.9589389209783397,-0.7673463645998788,-0.15748394949657668
3.309368718049191,-3.0882876424156063,-0.7736334775220733,-0.08428556515279001
3.2836907269958977,-3.215055773503542,-0.7799721027608953,-0.011087180809003283
3.2569879388121667,-3.339054282248601,-0.7863626623731458,0.06211120353478345
3.2292836749904366,-3.4600882252801926,-0.7928055818736707,0.13530958787857014
3.200602868309237,-3.5779573613234903,-0.7993012902636948,0.2085079722223568
3.170972103499928,-3.692456873948309,-0.8058502200593861,0.2817063565661435
3.1404196516137017,-3.803378202860501,-0.8124528073206556,0.3549047409099302
3.10091170472716,-4.14551455767623,-0.742868124137741,0.599274289509791
3.0665037619718247,-4.2990370849929445,-0.7489546790472544,0.7067069067047945
3.0308595996708667,-4.447860852024603,-0.7550911030377835,0.814139523899798
2.9940188676350927,-4.591632523263728,-0.7612778047025763,0.9215721410948016
2.956024126920874,-4.729991849969992,-0.7675151959826161,1.0290047582898048
2.9169208978947894,-4.862573996154736,-0.7738036921940489,1.1364373754848072
2.8767576883789268,-4.989012114754676,-0.7801437120558382,1.2438699926798096
2.8355859999112965,-5.108940151844266,-0.7865356777176454,1.351302609874812
2.7934603103616618,-5.221995849904208,-0.7929800147879383,1.4587352270698144
2.7504380314048062,-5.3278239143450605,-0.7994771523623306,1.5661678442648168
2.70921909707112,-5.45095432989672,-0.648442010819761,1.71416548678072
2.664341868792682,-5.552771825821409,-0.6537549025380198,1.8297111090399032
2.618664537019895,-5.646069739865015,-0.6591113244686013,1.9452567312990865
2.572257916289914,-5.730507127950168,-0.6645116332683855,2.060802353558271
2.5251955209581256,-5.805766438148545,-0.6699561885164561,2.1763479758174564
2.477553360607641,-5.871557191820386,-0.6754453527380423,2.291893598076642
2.4294097061040762,-5.92761946185425,-0.6809794914286581,2.4074392203358275
2.3808448282224615,-5.973727074753342,-0.686558973078438,2.522984842595013
2.3319407113606747,-6.009690466577431,-0.6921841691966744,2.6385304648541985
2.2827807454062032,-6.035359128333647,-0.6978554543365525,2.754076087113384
2.24939290632373,-5.81478734341441,-0.471199152374872,2.62828454511908
2.202052856639973,-5.778713664899715,-0.4750598369581213,2.6955627345275706
2.155033935401411,-5.735410154851737,-0.4789521533585677,2.762840923936061
2.1083946391561708,-5.685023213130521,-0.48287636074575424,2.830119113344552
2.0621921876854863,-5.6277211722660025,-0.48683272041268233,2.8973973027530424
2.0164823511652683,-5.563692575175982,-0.4908214957932104,2.964675492161533
1.9713192920204903,-5.493144286439987,-0.494842952479594,3.0319536815700237
1.9267554227093673,-5.41629947056163,-0.49889735824017056,3.0992318709785143
1.8828412803966905,-5.333395471758682,-0.5029849830371891,3.166510060387005
1.8396254191923522,-5.244681630036551,-0.5071060990447844,3.2337882497954955
1.80645137740651,-5.03728011505744,-0.244648261929615,2.92221227078969
1.7657820630628762,-4.914323554515758,-0.24665274298266868,2.913719626515325
1.7261180721338074,-4.790970422171375,-0.24867364738678305,2.90522698224096
1.6874618968489938,-4.667420970603682,-0.25071110970369903,2.896734337966595
1.6498144464206563,-4.5438613764626385,-0.2527652655976646,2.88824169369223
1.613175161871687,-4.420463781838162,-0.2548362518444681,2.8797490494178652
1.5775421301351917,-4.297386439553254,-0.25692420634054547,2.8712564051435003
1.5429121966265182,-4.17477394898445,-0.25902926811216215,2.8627637608691354
1.5092810755967518,-4.05275756944461,-0.2611515773246698,2.8542711165947705
1.4766434576803742,-3.931455598766505,-0.26329127529183954,2.8457784723204056
1.44287125408064,-3.87043290642636,-0.0194218443498399,2.59583495991482
1.4116791938553779,-3.761235489862189,-0.01958097370031047,2.5390521420142087
1.3813666547978938,-3.65527524127232,-0.019741406848181788,2.4822693241135974
1.3519071920489247,-3.552555788896382,-0.01990315447588081,2.425486506212986
1.3232743609227793,-3.4530728274392652,-0.020066227353359018,2.3687036883123747
1.2954417782101062,-3.356815048349251,-0.02023063633880952,2.3119208704117633
1.268383176122509,-3.263765006041082,-0.020396392379390057,2.255138052511152
1.2420724493975752,-3.1738999213613757,-0.02056350651195192,2.1983552346105406
1.2164836960701124,-3.087192424160063,-0.020731989863774843,2.1415724167099293
1.1915912523984964,-3.0036112372652224,-0.020901853653307895,2.084789598809318
1.16406816840996,-2.96024269250528,0.166911375427124,1.9693289246208
1.1401617520822136,-2.8904191441722884,0.16827893343446051,1.9008105354626057
1.1168126368332725,-2.8240411036433493,0.16965769627968566,1.8322921463044115
1.0939928606813711,-2.7610637107738882,0.17104775576760148,1.7637737571462173
1.0716748283620576,-2.7014420382423565,0.17244920445519585,1.6952553679880231
1.0498313104785841,-2.6451314645339323,0.17386213565780573,1.626736978829829
1.0284354397552888,-2.592088007347666,0.1752866434553301,1.5582185896716347
1.0074607047043445,-2.5422686208451113,0.1767228226984946,1.4897002005134405
0.9868809409891166,-2.495631459948913,0.17817076901516707,1.4211818113552463
0.9666703207419709,-2.45213611468518,0.17963057881672476,1.3526634221970522
0.946167922472504,-2.3783133329624,0.301187194359894,1.32042863923206
0.9269156367898368,-2.3345924140843333,0.30365491687610996,1.2591669713125058
0.9080098841683227,-2.293688299322228,0.3061428582280901,1.1979053033929514
0.8894278045617143,-2.2555647330597575,0.3086511840751892,1.136643635473397
0.8711468277906136,-2.220187143521884,0.3111800614340617,1.0753819675538427
0.8531446593350219,-2.1875227655359883,0.3137296586897827,1.0141202996342884
0.8353992651820417,-2.157540747990553,0.3163001456070599,0.9528586317147341
0.8178888558479906,-2.130212247503297,0.31889169334153705,0.8915969637951797
0.8005918696823869,-2.1055105096669555,0.3215044744511908,0.8303352958756254
0.7834869555505976,-2.083410939104,0.32413866290782006,0.769073627956071
0.767783564185385,-1.99210344507202,0.386596935782796,0.772110025629038
0.7516377341356941,-1.9608719787563373,0.38976444748646866,0.7237079708279869
0.7357386452569975,-1.9318702748146317,0.3929579116213798,0.6753059160269358
0.7200681950251483,-1.9050715158224216,0.39617754082405615,0.6269038612258847
0.7046084937471873,-1.8804505505794358,0.3994235494732232,0.5785018064248336
0.6893418507808762,-1.8579839414692392,0.4026961537040797,0.5300997516237825
0.6742507603921912,-1.8376500052632012,0.40599557142268855,0.48169769682273145
0.6593178873017297,-1.8194288480517151,0.40932202232048653,0.43329564202168036
0.6445260519656845,-1.8033023949124545,0.41267572788891227,0.3848935872206293
0.6298582156323183,-1.789254414856373,0.4160569114341543,0.3364915324195782
0.617195374316249,-1.6973072067218,0.432459137600739,0.351513918910561
0.6034361772298895,-1.671402894881973,0.4360024129165065,0.3157967523679162
0.5898818532352016,-1.6472885009090417,0.43957471941434817,0.2800795858252714
0.5765178735286839,-1.6249417475109993,0.44317629495597605,0.24436241928262664
0.5633298860296297,-1.604341758787365,0.4468073793519786,0.20864525273998186
0.5503037038607246,-1.58546908123569,0.4504682143777893,0.17292808619733707
0.5374252936692661,-1.5683057015350383,0.45415904378978394,0.1372109196546923
0.524680763813917,-1.5528350614808117,0.4578801133415125,0.1014937531120476
0.5120563524389888,-1.539042070405451,0.46163167080006173,0.06577658656940295
0.4995384154556637,-1.5269131153821855,0.4654139659625529,0.030059420026758238
0.488989768337631,-1.44373013975435,0.448749835672574,0.0476081838494135
0.4772909311897706,-1.4203938596062449,0.4524265858610769,0.0225442033798283
0.4657772193193292,-1.3985169487257947,0.4561334608337559,-0.0025197770897569167
0.4544367946297205,-1.3780791708373092,0.45987070741255287,-0.02758375755934213
0.44325797992793375,-1.3590614592898895,0.4636385744417004,-0.05264773802892733
0.4322292493456164,-1.341445925157447,0.4674373128042914,-0.07771171849851258
0.4213392187003148,-1.3252158636735407,0.4712671754389832,-0.10277569896809785
0.41057663580960163,-1.3103557592322774,0.4751284173568406,-0.1278396794376831
0.39993037076901594,-1.2968512891630353,0.47902129565831486,-0.15290365990726823
0.3893894062031285,-1.2846893264649264,0.4829460695503631,-0.17796764037685336
0.380516609234762,-1.21386225826594,0.444107779658706,-0.161338556189186
0.37068706547104097,-1.192432151028213,0.4477464960052613,-0.17806392372732086
0.3610280493440647,-1.1721995338185511,0.4514150255126238,-0.19478929126545572
0.3515298555742595,-1.1531454914701034,0.4551136124495061,-0.21151465880359058
0.3421829296639044,-1.1352520964265929,0.4588425030859919,-0.22824002634172544
0.33297785983450573,-1.118502408717898,0.4626019457099342,-0.2449653938798603
0.32390536896739736,-1.1028804751399073,0.46639219064348747,-0.26169076141799535
0.31495630655351686,-1.0883713277842189,0.47021349025977505,-0.2784161289561305
0.30612164065717423,-1.074960982048896,0.47406609899969376,-0.29514149649426563
0.29739244989760816,-1.062636434248259,0.47795027338885554,-0.31186686403240077
0.289965571739634,-1.0046381603647,0.425390119911818,-0.297244107609576
0.2818364640465925,-0.98521394066552,0.4288754765164147,-0.3076998503555194
0.2738623104633013,-0.9667694131655659,0.43238938975665614,-0.3181555931014628
0.2660351784152019,-0.9492870608825781,0.4359320936061445,-0.3286113358474062
0.25834727524930934,-0.9327502027568834,0.43950382395550197,-0.3390670785933496
0.25079094142963876,-0.9171429883439017,0.44310481862807755,-0.349522821339293
0.24335864377700767,-0.9024503922380911,0.4467353173957831,-0.35997856408523643
0.23604296875507746,-0.8886582083157876,0.45039556199505765,-0.37043430683117984
0.2288366158038186,-0.8757530438757265,0.45408579614296385,-0.38089004957712325
0.2217323907209691,-0.8637223137480982,0.4578062655534159,-0.39134579232306665
0.215594115174916,-0.817462525470886,0.397794613816139,-0.378845791734568
0.2089846865108584,-0.8002595180432479,0.4010538716588563,-0.3847103858136227
0.2025127636285197,-0.7838503189696209,0.4043398336381214,-0.3905749798926774
0.19617192509962122,-0.7682190943363999,0.40765271854942187,-0.39643957397173213
0.18995587617368828,-0.753350710668544,0.4109927469809062,-0.40230416805078684
0.1838584430906918,-0.7392307266276292,0.41436014132807203,-0.40816876212984154
0.17787356746134328,-0.725845384751267,0.4177551258085738,-0.41403335620889625
0.17199530071452493,-0.7131816032819497,0.4211779264771527,-0.41989795028795096
0.16621779861096406,-0.7012269681283788,0.4246287712406883,-0.42576254436700567
0.16053531582192557,-0.6899697249978021,0.42810788987337384,-0.4316271384460604
0.155540576286335,-0.653849177299343,0.36514450326873,-0.421081916676941
0.1502580819050526,-0.6389809992470764,0.36813624836700276,-0.4236645475863606
0.1450946200272887,-0.6247473189595079,0.37115250578478987,-0.42624717849578014
0.14004506260344976,-0.6111342169936808,0.37419347635932454,-0.4288298094051997
0.13510439308860497,-0.5981283501992091,0.3772593625733634,-0.4314124403146193
0.13026770177302585,-0.5857169422334668,0.38035036856866844,-0.43399507122403885
0.12553018118943332,-0.5738877742771805,0.38346670015960055,-0.4365777021334584
0.12088712159522963,-0.5626291759733499,0.3866085648468228,-0.439160333042878
0.11633390652781662,-0.5519300166097347,0.38977617183111724,-0.44174296395229756
0.11186600843094452,-0.5417796965627355,0.3929697320273145,-0.44432559486171713
0.107869480854045,-0.514092660791765,0.330183047185302,-0.435473757367037
0.10371930492723344,-0.5015272773104363,0.3328883419497212,-0.4357694945956364
0.09966986161062742,-0.4894610852108689,0.3356158020549259,-0.43606523182423584
0.09571711996823683,-0.47788216656248506,0.3383656091086056,-0.4363609690528353
0.0918571446432982,-0.46677906718779477,0.34113794620641946,-0.4366567062814347
0.08808609210725858,-0.4561407872565407,0.343932997944188,-0.43695244351003415
0.0844002069845974,-0.44595677213861445,0.3467509504301837,-0.4372481807386336
0.08079581845134237,-0.436216903523977,0.34959199129752344,-0.437543917967233
0.07726933670507405,-0.42691149081651586,0.35245630971666186,-0.43783965519583246
0.07381724950416066,-0.4180312628076097,0.3553440964079874,-0.4381353924244319
0.0706748035914206,-0.397176932142522,0.294828686833845,-0.430708071243674
